Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,chweight,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,0.6150735637790011,0.0,3.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.6150735637790011,5.0,3.0,0.0,5.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,0,0,100,,0.0,0.6150735637790011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,0,0,0,,,0.9846170526094664,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.9846170526094664,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.071176793498211,2.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.071176793498211,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.071176793498211,0.0,2.0,0.0,4.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.071176793498211,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.071176793498211,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.071176793498211,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.071176793498211,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,0,0,100,,0.0,1.071176793498211,2.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.071176793498211,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.071176793498211,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.6013552064417698,0.0,4.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.6013552064417698,0.0,1.0,0.0,5.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.6013552064417698,0.0,4.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,1.6013552064417698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.6013552064417698,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.6013552064417698,0.0,3.0,1.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.6013552064417698,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,100,,,0.4887212425375782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.4887212425375782,0.0,3.0,0.0,4.0,0.0,100.0,100.0,0.0,100.0,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.4887212425375782,0.0,3.0,0.0,2.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.4887212425375782,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.640072097106702,0.0,2.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,2.640072097106702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,2.640072097106702,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,2.640072097106702,0.0,3.0,0.0,3.0,0.0,100.0,100.0,0.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.640072097106702,0.0,2.0,1.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.640072097106702,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,2.640072097106702,0.0,0.0,2.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.640072097106702,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,2.434492712495934,2.0,1.0,0.0,4.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,2.434492712495934,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.434492712495934,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,2.434492712495934,6.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.434492712495934,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,2.434492712495934,3.0,2.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.434492712495934,0.0,2.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,2.434492712495934,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,2.434492712495934,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.1954884970150313,1.0,1.0,1.0,2.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.1954884970150313,0.0,4.0,1.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.1109468245000562,0.0,3.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.1109468245000562,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.384955854219909,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,0,100,,,1.384955854219909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.384955854219909,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.4601131698036714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.4601131698036714,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.4601131698036714,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,0,100,,,0.4601131698036714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.4601131698036714,0.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.4601131698036714,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.5797152712195837,0.0,3.0,1.0,2.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.5797152712195837,0.0,1.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.5797152712195837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.5797152712195837,0.0,1.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,100,,0.0,1.5797152712195837,0.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.0928167287203967,0.0,3.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,1.0928167287203967,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,100,100,100.0,,1.0928167287203967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.0928167287203967,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.0928167287203967,0.0,3.0,0.0,2.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,1.0928167287203967,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,1.0928167287203967,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.0928167287203967,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7095548825527005,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7095548825527005,0.0,3.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7095548825527005,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7095548825527005,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7095548825527005,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,1.7095548825527005,0.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,1.7095548825527005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7095548825527005,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,1.7095548825527005,0.0,2.0,0.0,2.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.811497570831978,0.0,1.0,0.0,3.0,0.0,0.0,100.0,100.0,100.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.811497570831978,0.0,2.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0.811497570831978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.811497570831978,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,100.0,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.2574726546051632,0.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.2574726546051632,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.2574726546051632,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.2574726546051632,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.2574726546051632,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7744746882192586,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7744746882192586,0.0,1.0,0.0,4.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7744746882192586,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.7744746882192586,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,1.7744746882192586,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,1.7744746882192586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
