Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,chweight
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,0.0,2.0,0.0,2.0,0,0,100,0,0.0,0.41720106070281077
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,2.0,0,0,0,0,,0.41720106070281077
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,0.0,3.0,0,0,100,100,100.0,0.41720106070281077
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,2.0,0.0,1.0,3.0,0,100,100,0,100.0,0.41720106070281077
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.41720106070281077
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,1.0,0.0,2.0,0,0,0,0,0.0,0.41720106070281077
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,1.1793764696091413
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,1.1793764696091413
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,1.1793764696091413
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,1.1793764696091413
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.1793764696091413
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,1.1793764696091413
Total,2011,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,1.0,0.0,1.0,0,0,0,0,0.0,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,5.0,0,0,100,0,,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,3.0,0.0,3.0,0,100,100,0,100.0,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,0.811497570831978
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,2.0,0.0,0.0,0.0,0,0,0,0,,1.7636547206081656
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,100,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.7636547206081656
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,1.7636547206081656
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,2.0,0,0,0,0,,1.7636547206081656
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,5.0,0,0,100,0,,1.7636547206081656
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,100,,0.0,0.0,6.0,0.0,0.0,0,0,100,0,0.0,1.9475941699967478
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,1.9475941699967478
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,2.0,3.0,0,0,100,0,,1.9475941699967478
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,0.321840818256454
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.321840818256454
Total,2011,Urban,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,5.0,0,0,100,0,,0.321840818256454
Total,2011,Urban,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.321840818256454
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,,,0.0,3.0,0.0,2.0,0,0,100,0,,0.321840818256454
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,100,,,0.0,1.0,0.0,0.0,0,0,0,0,,0.321840818256454
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,1.0,0,0,0,0,,0.2479366303605275
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,3.0,0.0,3.0,0,0,100,100,100.0,0.2479366303605275
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,3.0,2.0,3.0,0,0,100,0,,1.3803395094110142
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,100,,100.0,0.0,4.0,0.0,0.0,0,0,100,0,0.0,1.3803395094110142
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,1.3803395094110142
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1.3803395094110142
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,100,,100.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,2.0,0,0,100,0,,0.23601660005473296
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,,0.26939268491095786
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,100,,,0.0,3.0,0.0,0.0,0,0,0,0,,0.26939268491095786
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,4.0,1.0,1.0,0.0,0,0,100,0,0.0,0.26939268491095786
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,5.0,0,0,100,0,,0.26939268491095786
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,1.0,2.0,0.0,2.0,0,0,100,0,,0.26939268491095786
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,3.0,3.0,0.0,0.0,0,0,100,0,,0.3895188339993494
Total,2011,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.3895188339993494
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.3895188339993494
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0.3895188339993494
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,2.3803928744404685
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,1.0,0,0,0,0,,2.3803928744404685
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,3.0,3.0,0.0,2.0,0,0,100,0,0.0,2.3803928744404685
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,2.3803928744404685
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.22648057581009728
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,0.22648057581009728
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,3.0,3.0,0.0,2.0,0,0,100,0,0.0,0.22648057581009728
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.22648057581009728
Total,2011,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,1.0,0.0,0.0,0.0,0,0,0,0,,0.22648057581009728
Total,2011,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,0.0,3.0,0,0,100,100,100.0,0.22648057581009728
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,0.22648057581009728
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0.0,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,3.0,0.0,0.0,3.0,0,100,100,0,100.0,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,1.1577365343869552
Total,2011,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,1.320036048553351
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,1.320036048553351
Total,2011,Rural,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,,,1.0,2.0,0.0,3.0,0,0,100,0,,1.320036048553351
Total,2011,Rural,Northern Midlands and Mountain,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,0,0,100,0.0,,6.0,0.0,0.0,0.0,0,0,100,0,,1.320036048553351
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,1.320036048553351
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,1.0,1.0,0.0,3.0,0,100,100,0,100.0,1.320036048553351
Total,2011,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,4.0,0,0,100,0,,1.320036048553351
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,3.0,0.0,4.0,0,0,100,0,,0.5769294668004585
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.5769294668004585
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,1.0,0.0,0.0,2.0,0,0,0,0,0.0,0.5769294668004585
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,2.0,2.0,0.0,3.0,0,100,100,0,100.0,0.5769294668004585
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,2.0,0,0,100,0,,0.5769294668004585
Total,2011,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,0.5769294668004585
Total,2011,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,0.5769294668004585
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Middle,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,2.0,0.0,3.0,0,0,100,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,0.0,0.0,0.0,1.0,0,0,0,0,0.0,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,4.0,0,0,100,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,5.0,0,0,100,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,2.0,2.0,0.0,2.0,0,0,100,0,0.0,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,3.0,0,0,100,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,2.0,0.0,0.0,0.0,0,0,0,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,3.0,0,0,0,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,0.0,1.0,0.0,1.0,0,0,0,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,2.0,2.0,0.0,0.0,0,0,100,0,,2.402032809662655
Total,2011,Rural,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,3.0,2.0,0.0,0.0,0,0,100,0,,2.088253748940957
Total,2011,Rural,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,100,,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.088253748940957
Total,2011,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,2.088253748940957
Total,2011,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,,2.088253748940957
