Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,chweight
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,100,0,0,100,100,0,0,,,100,0,100,100,100,100,0,100.0,0.0,0.0,0.0,4.0,100,0,100,0,100.0,100,0,0,100.0,0.4911673838566728
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,100,100.0,0.0,0.0,0.0,6.0,100,0,100,0,100.0,100,0,0,100.0,0.4911673838566728
Total,2014,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4911673838566728
Total,2014,Urban,Northern Midlands and Mountain,Richest,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,1.0,0.0,1.0,2.0,0,0,100,0,0.0,0,100,0,0.0,0.4911673838566728
Total,2014,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4911673838566728
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,100,100,100,100,100,0,,3.0,0.0,0.0,5.0,0,0,100,0,,0,100,0,,0.4911673838566728
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4911673838566728
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9886321862113072
Total,2014,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,,,100,0,0,100,100,100,100,,0.0,0.0,0.0,5.0,0,0,100,0,,0,0,0,,0.9886321862113072
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,0.0,4.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,0.9886321862113072
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,0,0,0.0,0.0,4.0,0.0,4.0,0,0,100,100,100.0,0,100,0,0.0,0.9886321862113072
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,1.0,0.0,0.0,3.0,0,0,100,100,100.0,0,0,0,0.0,0.9886321862113072
Total,2014,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5602249055197408
Total,2014,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5602249055197408
Total,2014,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5602249055197408
Total,2014,Rural,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,100,0,0,0.0,,100,0,100,100,0,100,0,,2.0,0.0,0.0,3.0,0,0,100,0,,0,100,0,,0.5602249055197408
Total,2014,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,100,0,0,0,0,,0.0,1.0,0.0,2.0,0,0,0,0,,0,0,0,,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,0,0,0.0,3.0,3.0,0.0,4.0,0,0,100,100,100.0,0,100,0,0.0,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,3.0,0.0,0.0,4.0,0,0,100,100,100.0,0,100,0,0.0,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,0.0,3.0,0.0,3.0,100,0,100,0,100.0,100,100,0,100.0,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,0,0,0,0,100,0,,0.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,,,100,0,100,0,0,0,0,0.0,2.0,0.0,0.0,3.0,100,0,100,0,100.0,0,100,0,0.0,0.7490916233123133
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,3.0,100,0,0,0,100.0,0,0,0,0.0,0.9979714916141132
Total,2014,Rural,Northern Midlands and Mountain,Poor,Other/Missing,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,0,0,,,100,100,100,100,100,100,0,,2.0,0.0,0.0,4.0,0,0,100,0,,0,100,0,,0.9979714916141132
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9979714916141132
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9979714916141132
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9979714916141132
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9979714916141132
Total,2014,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.5729643087408947
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5729643087408947
Total,2014,Urban,Northern Midlands and Mountain,Rich,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5729643087408947
Total,2014,Urban,Northern Midlands and Mountain,Richest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,100,,1.0,0.0,1.0,3.0,0,0,100,0,,0,100,0,,0.5729643087408947
Total,2014,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5729643087408947
Total,2014,Urban,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,2.0,0.0,0.0,0,0,0,0,,0,100,0,,0.5729643087408947
Total,2014,Urban,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.5729643087408947
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,4.0,1.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,0,0,,,100,0,100,100,0,100,0,100.0,0.0,3.0,0.0,3.0,100,0,100,0,100.0,100,100,0,100.0,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,100,0,0,0,0,100,0,100,0.0,,0,0,100,0,0,0,0,,0.0,3.0,0.0,0.0,0,0,0,0,,0,100,0,,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,1.0,0.0,1.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,3.0,0.0,0.0,3.0,0,0,100,100,100.0,0,100,100,100.0,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,0,0,0,0,,3.0,0.0,0.0,3.0,0,0,100,0,,0,100,0,,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9469388585202094
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,0,100.0,1.0,0.0,0.0,7.0,0,0,100,100,100.0,0,0,0,0.0,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,100,,1.0,0.0,0.0,3.0,0,0,100,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Other/Missing,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,100,100,100,100,100,100,,1.0,0.0,0.0,5.0,0,0,100,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,100,0,0,100,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.9688099869890251
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,0,100,100,0,0,100,,1.0,0.0,0.0,3.0,0,0,100,0,,0,0,0,,0.9688099869890251
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,100,0,0,100.0,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,0,0,,2.0,0.0,0.0,3.0,0,0,100,0,,0,100,0,,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Richest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,100,100,100,0,100,100,,1.0,0.0,0.0,5.0,0,0,100,0,,0,0,0,,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,2.0,0.0,0.0,6.0,0,100,100,0,100.0,100,100,0,100.0,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Rich,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,0,100,100,0,100,0,,1.0,0.0,0.0,4.0,0,0,100,0,,0,0,0,,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.4729031504752747
Total,2014,Urban,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,0,0,,,100,100,100,0,100,0,0,,2.0,0.0,0.0,4.0,0,0,100,0,,0,100,0,,0.4729031504752747
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,0,0,0,,,100,0,100,100,100,100,100,,3.0,0.0,0.0,5.0,0,0,100,0,,0,100,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,0.0,0.0,0.0,4.0,0,0,100,100,100.0,0,0,0,0.0,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,2.0,0.0,0.0,6.0,0,0,100,100,100.0,0,100,100,100.0,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,3.0,0.0,0.0,6.0,0,0,100,100,100.0,0,100,100,100.0,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,100,0,0,0,0,,0.0,2.0,0.0,2.0,0,0,100,0,,0,100,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,0,0,0,,0.0,100,100,100,100,100,100,0,100.0,4.0,1.0,0.0,4.0,0,0,100,100,100.0,0,100,100,100.0,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,0,0,0.0,,100,0,0,0,0,0,0,,0.0,0.0,0.0,2.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,100,0,100,100,0,100.0,2.0,0.0,0.0,3.0,0,100,100,0,100.0,100,100,0,100.0,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8845656402943275
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,0,100,,,0,0,100,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,0.0,0.0,0.0,3.0,0,100,0,0,100.0,0,0,0,0.0,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Poor,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,0,0,,,100,0,0,100,100,100,0,100.0,0.0,0.0,0.0,4.0,0,100,100,0,100.0,100,0,0,100.0,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,2.0,0.0,0.0,4.0,0,100,100,0,100.0,100,100,0,100.0,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Middle,Kinh and Hoa,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,0.8347309563340837
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.009989126604717
Total,2014,Rural,Northern Midlands and Mountain,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.009989126604717
Total,2014,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.009989126604717
Total,2014,Rural,Northern Midlands and Mountain,Middle,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,,100.0,100,0,0,0,0,100,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0,0.0,1.009989126604717
Total,2014,Rural,Northern Midlands and Mountain,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,0,100,100,,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,,1.009989126604717
